,BookToMarket,BusinessPosition,BusinessType,Businessvolume,CustomerID,DateTime,EquipmentPrice,HoursUsage,Marketcap,MonthlyMaintenance,Noofdevices,NumberOfEmployees,ProductWeight,Profit,TotalRevenue,category,Rank
245,1.01,Decline,1,3,98761261,May-17,7097,2,10,1494,64,90,972,0.68,3,Hilti Services,1
246,2.91,Decline,1,1,98761261,May-17,4886,1,5,1508,52,90,372,0.12,6,Contractor Services,1
247,0.49,Decline,1,3,98761261,May-17,3367,14,10,2168,62,90,777,0.57,1,Fastners Firestop Strut,1
248,1.87,Growth,1,2,98761262,May-17,8261,3,1,4064,32,3000,937,0.31,1,Power Tools,1
249,2.51,Growth,1,2,98761262,May-17,8023,14,3,2872,14,3000,249,0.29,6,Hilti Services,1
250,0.53,Growth,1,3,98761262,May-17,9990,9,1,964,45,3000,281,0.54,9,Contractor Services,2
251,2.01,Growth,1,1,98761262,May-17,8285,1,9,2167,36,3000,513,0.18,1,Fastners Firestop Strut,2
252,2.75,Growth,1,2,98761263,May-17,7943,11,2,825,60,750,153,0.11,7,Power Tools,3
253,2.82,Growth,1,3,98761263,May-17,7684,1,5,2451,41,750,818,0.25,2,Hilti Services,3
254,1.62,Growth,1,3,98761263,May-17,2526,4,7,2055,52,750,595,0.31,7,Contractor Services,2
255,1.45,Growth,1,2,98761263,May-17,5380,5,5,4122,42,750,963,0.78,5,Fastners Firestop Strut,2
256,2.55,Growth,1,3,98761264,May-17,602,8,4,527,30,125,427,0.22,10,Power Tools,1
257,2.7,Growth,1,1,98761264,May-17,2728,9,7,3677,58,125,577,0.32,2,Hilti Services,2
258,0.71,Growth,1,2,98761264,May-17,4389,7,7,3689,13,125,857,0.44,10,Contractor Services,3
259,0.52,Growth,1,3,98761264,May-17,3964,13,1,3190,16,125,442,0.32,6,Fastners Firestop Strut,1
260,0.55,Growth,1,3,98761265,May-17,7177,8,7,2706,47,125,724,0.83,10,Power Tools,2
261,0.52,Growth,1,3,98761265,May-17,5388,8,5,4592,59,125,817,0.2,4,Hilti Services,3
262,2.26,Growth,1,3,98761265,May-17,9351,5,7,4772,12,125,935,0.9,5,Contractor Services,2
263,1.28,Growth,1,1,98761265,May-17,6241,10,6,1796,11,125,435,0.98,9,Fastners Firestop Strut,1
264,1.01,Stable,1,3,98761266,May-17,5147,8,8,1234,26,400,559,0.46,3,Power Tools,3
265,1.58,Stable,1,1,98761266,May-17,5036,4,8,3760,15,400,328,0.94,9,Hilti Services,1
266,2.16,Stable,1,1,98761266,May-17,5054,1,3,1724,58,400,386,0.45,2,Contractor Services,2
267,1.02,Stable,1,2,98761266,May-17,4050,3,9,4465,26,400,436,0.59,5,Fastners Firestop Strut,3
268,0.54,Growth,1,2,98761267,May-17,3281,14,6,819,42,400,293,0.32,7,Power Tools,1
269,0.56,Growth,1,2,98761267,May-17,9818,5,2,3526,45,400,595,0.24,7,Hilti Services,1
270,2.51,Growth,1,1,98761267,May-17,2464,1,6,1163,25,400,970,0.16,10,Contractor Services,1
271,1.01,Growth,1,1,98761267,May-17,2256,2,1,2209,38,400,167,0.12,5,Fastners Firestop Strut,1
272,2.08,Growth,1,2,98761268,May-17,2526,4,4,1277,19,3500,914,0.58,3,Power Tools,2
273,2.51,Growth,1,1,98761268,May-17,8589,7,1,3532,24,3500,322,0.3,5,Hilti Services,1
274,1.23,Growth,1,2,98761268,May-17,959,1,6,3404,38,3500,541,0.62,5,Contractor Services,1
275,1.45,Growth,1,1,98761268,May-17,5225,15,4,2815,20,3500,621,0.5,9,Fastners Firestop Strut,1
276,2.24,Growth,1,1,98761269,May-17,1966,3,10,3221,23,150,179,0.55,10,Power Tools,1
277,2.84,Growth,1,2,98761269,May-17,1427,13,7,2136,36,150,422,0.36,5,Hilti Services,3
278,2.53,Growth,1,2,98761269,May-17,3806,14,7,513,15,150,707,0.55,7,Contractor Services,2
279,1.86,Growth,1,1,98761269,May-17,228,16,4,1971,23,150,306,0.51,3,Fastners Firestop Strut,1
280,1.65,Growth,1,2,98761270,May-17,5149,7,3,3529,26,375,840,0.81,1,Power Tools,3
281,1.1,Growth,1,3,98761270,May-17,1894,15,9,1412,50,375,905,0.81,1,Hilti Services,2
282,1.85,Growth,1,3,98761270,May-17,8609,10,7,2657,62,375,687,0.72,2,Contractor Services,2
283,1.98,Growth,1,2,98761270,May-17,6463,5,3,3181,59,375,741,0.3,9,Fastners Firestop Strut,1
284,2.82,Growth,1,2,98761271,May-17,7037,7,7,1523,33,125,419,0.77,2,Power Tools,2
285,1.24,Growth,1,2,98761271,May-17,3296,11,9,3538,31,125,707,0.65,3,Hilti Services,2
286,2.62,Growth,1,1,98761271,May-17,8742,4,8,4874,44,125,522,0.29,6,Contractor Services,3
287,1.71,Growth,1,1,98761271,May-17,9944,6,8,3854,65,125,386,0.71,3,Fastners Firestop Strut,1
288,2.26,Decline,1,1,98761272,May-17,7383,1,10,2112,24,120,798,0.99,4,Power Tools,1
289,1.92,Decline,1,3,98761272,May-17,1882,4,2,674,23,120,870,0.95,7,Hilti Services,1
290,1.66,Decline,1,3,98761272,May-17,5369,12,2,1471,45,120,397,0.43,6,Contractor Services,1
291,2.73,Decline,1,1,98761272,May-17,8652,7,6,1382,19,120,992,0.28,2,Fastners Firestop Strut,3
292,2.82,Growth,1,1,98761273,May-17,2509,14,2,1135,56,125,979,0.47,7,Power Tools,1
293,0.36,Growth,1,1,98761273,May-17,5788,10,9,3884,32,125,707,0.58,3,Hilti Services,3
294,0.59,Growth,1,1,98761273,May-17,1321,7,2,1718,45,125,456,0.92,9,Contractor Services,3
295,1.28,Growth,1,2,98761273,May-17,2134,15,10,1386,41,125,845,0.68,2,Fastners Firestop Strut,3
296,2.61,Growth,1,2,98761274,May-17,1356,12,4,4131,39,400,511,0.13,5,Power Tools,1
297,2.5,Growth,1,2,98761274,May-17,1906,15,2,2608,60,400,410,0.86,2,Hilti Services,1
298,1.23,Growth,1,3,98761274,May-17,5842,16,9,1423,29,400,530,0.24,9,Contractor Services,2
299,2.75,Growth,1,2,98761274,May-17,334,5,6,4568,22,400,479,0.57,4,Fastners Firestop Strut,2
300,2.54,Growth,1,2,98761275,May-17,9340,10,1,4898,10,3500,600,0.96,8,Power Tools,3
301,0.76,Growth,1,2,98761275,May-17,6876,14,5,3479,52,3500,874,0.92,10,Hilti Services,2
302,1.36,Growth,1,1,98761275,May-17,8109,2,8,1129,24,3500,352,0.22,2,Contractor Services,2
303,0.67,Growth,1,1,98761275,May-17,3431,1,7,4631,70,3500,963,0.22,1,Fastners Firestop Strut,2
304,1.46,Growth,1,2,98761276,May-17,6688,8,1,1890,34,750,364,0.15,2,Power Tools,2
305,2,Growth,1,2,98761276,May-17,3379,12,4,2897,12,750,620,0.74,10,Hilti Services,3
306,2.21,Growth,1,3,98761276,May-17,1949,3,3,4126,60,750,393,0.24,4,Contractor Services,1
307,0.6,Growth,1,3,98761276,May-17,9364,14,8,740,19,750,562,0.24,3,Fastners Firestop Strut,3
308,0.32,Stable,1,3,98761277,May-17,1388,8,3,3551,13,678,626,0.11,7,Power Tools,2
309,2.93,Stable,1,1,98761277,May-17,9610,10,9,4874,70,678,835,0.76,4,Hilti Services,1
310,0.51,Stable,1,3,98761277,May-17,5701,16,6,1547,47,678,804,0.23,5,Contractor Services,3
311,2.03,Stable,1,1,98761277,May-17,9288,3,4,2372,34,678,215,0.45,1,Fastners Firestop Strut,1
312,0.35,Growth,1,1,98761309,May-17,9230,3,4,3223,21,7500,437,0.75,3,Power Tools,1
313,1.13,Growth,1,1,98761309,May-17,5110,9,4,1577,69,7500,256,0.42,7,Hilti Services,3
314,2.45,Growth,1,2,98761309,May-17,9080,4,10,3466,61,7500,739,0.13,6,Contractor Services,3
315,1.84,Growth,1,2,98761309,May-17,1526,16,1,4826,47,7500,329,0.98,4,Fastners Firestop Strut,3
316,0.57,Stable,1,2,98761310,May-17,1898,16,3,1395,63,350,616,0.69,8,Power Tools,1
317,2.23,Stable,1,2,98761310,May-17,8441,7,6,4021,12,350,157,0.36,4,Hilti Services,2
318,1.11,Stable,1,1,98761310,May-17,5301,11,2,1803,51,350,310,0.99,4,Contractor Services,1
319,2.14,Stable,1,1,98761310,May-17,6260,11,4,4160,43,350,541,0.13,4,Fastners Firestop Strut,1
320,2.4,Growth,1,1,98761311,May-17,6304,5,5,3924,41,750,134,0.37,7,Power Tools,3
321,1.23,Growth,1,2,98761311,May-17,4364,4,4,4148,62,750,690,0.29,1,Hilti Services,1
322,0.61,Growth,1,1,98761311,May-17,2698,11,4,1671,14,750,332,0.97,2,Contractor Services,1
323,0.68,Growth,1,1,98761311,May-17,7752,16,5,948,64,750,438,0.42,3,Fastners Firestop Strut,1
324,1.92,Growth,1,3,98761312,May-17,537,7,1,1287,60,350,845,0.89,4,Power Tools,2
325,2.49,Growth,1,3,98761312,May-17,1539,12,8,1485,34,350,591,0.76,6,Hilti Services,1
326,1.55,Growth,1,1,98761312,May-17,2739,16,9,1110,27,350,101,0.21,5,Contractor Services,3
327,2.1,Growth,1,3,98761312,May-17,8245,6,1,4585,31,350,843,0.2,2,Fastners Firestop Strut,2
328,2.83,Growth,1,2,98761313,May-17,5034,2,5,4670,63,350,413,0.9,3,Power Tools,3
329,2.32,Growth,1,3,98761313,May-17,700,8,2,3500,51,350,274,0.94,3,Hilti Services,3
330,2.11,Growth,1,2,98761313,May-17,2063,13,2,705,30,350,352,0.19,1,Contractor Services,2
331,2.35,Growth,1,1,98761313,May-17,4711,1,8,776,47,350,803,0.69,5,Fastners Firestop Strut,3
332,2.46,Stable,1,3,98761314,May-17,7656,12,2,3056,14,3500,209,0.35,8,Power Tools,2
333,0.79,Stable,1,3,98761314,May-17,1827,6,6,4456,46,3500,400,0.98,9,Hilti Services,3
334,2.77,Stable,1,3,98761314,May-17,9337,7,5,3493,52,3500,694,0.98,2,Contractor Services,2
335,1.77,Stable,1,2,98761314,May-17,8726,2,3,4009,61,3500,435,0.95,1,Fastners Firestop Strut,3
336,1.79,Growth,1,1,98761315,May-17,2899,4,8,4353,64,42,145,0.36,9,Power Tools,2
337,1.82,Growth,1,3,98761315,May-17,4049,5,1,802,52,42,776,0.71,7,Hilti Services,3
338,2.65,Growth,1,2,98761315,May-17,4457,9,3,1525,66,42,238,0.65,7,Contractor Services,2
339,1.49,Growth,1,2,98761315,May-17,2231,16,6,4270,69,42,893,0.27,3,Fastners Firestop Strut,2
340,2.21,Growth,1,3,98761316,May-17,5516,5,10,1566,25,170,134,0.28,6,Power Tools,2
341,0.78,Growth,1,1,98761316,May-17,3665,13,6,1847,18,170,716,0.24,1,Hilti Services,2
342,0.61,Growth,1,2,98761316,May-17,2142,13,9,1956,25,170,447,0.49,10,Contractor Services,3
343,1.15,Growth,1,1,98761316,May-17,9042,5,9,4669,61,170,792,0.92,8,Fastners Firestop Strut,3
344,1.27,Growth,1,1,98761317,May-17,3618,16,2,4245,16,750,491,0.85,3,Power Tools,3
345,1.82,Growth,1,2,98761317,May-17,5056,15,7,667,42,750,264,0.69,10,Hilti Services,2
346,1.36,Growth,1,3,98761317,May-17,3285,11,10,1042,42,750,944,0.21,3,Contractor Services,2
347,1.96,Growth,1,3,98761317,May-17,4193,14,9,4972,41,750,344,0.76,7,Fastners Firestop Strut,2
348,2.96,Growth,1,3,98761318,May-17,4930,10,3,1277,25,42,956,0.13,10,Power Tools,2
349,2.63,Growth,1,1,98761318,May-17,9643,7,4,979,40,42,554,0.46,6,Hilti Services,3
350,0.38,Growth,1,3,98761318,May-17,770,5,4,4861,26,42,664,0.57,10,Contractor Services,1
351,1.38,Growth,1,1,98761318,May-17,2728,12,10,4429,59,42,449,0.81,6,Fastners Firestop Strut,3
352,1.5,Growth,1,3,98761333,May-17,3933,1,6,979,23,7500,745,0.23,1,Power Tools,3
353,2.65,Growth,1,2,98761333,May-17,7771,7,1,941,42,7500,480,0.68,6,Hilti Services,1
354,2.27,Growth,1,3,98761333,May-17,8415,14,8,3097,37,7500,910,0.6,9,Contractor Services,3
355,2.46,Growth,1,1,98761333,May-17,3462,4,10,4224,68,7500,768,0.52,10,Fastners Firestop Strut,2
356,2.35,Growth,1,2,98761334,May-17,8280,4,1,663,54,3500,377,0.77,6,Power Tools,1
357,1.95,Growth,1,3,98761334,May-17,6943,13,1,4760,15,3500,218,0.19,10,Hilti Services,1
358,1.07,Growth,1,3,98761334,May-17,8699,8,3,2305,42,3500,475,0.8,10,Contractor Services,3
359,2.27,Growth,1,3,98761334,May-17,2066,4,8,2021,14,3500,786,1,9,Fastners Firestop Strut,3
360,2.49,Decline,1,2,98761335,May-17,2549,12,9,4231,58,750 ,346,0.33,7,Power Tools,2
361,2.69,Decline,1,3,98761335,May-17,3252,12,5,4961,19,750 ,469,0.31,3,Hilti Services,1
362,2.42,Decline,1,1,98761335,May-17,9163,14,2,1095,15,750 ,116,0.31,9,Contractor Services,3
363,1.24,Decline,1,3,98761335,May-17,3952,8,3,1591,20,750 ,430,0.98,8,Fastners Firestop Strut,1
364,2.58,Decline,1,2,98761336,May-17,6459,7,8,4708,61,3500,134,0.48,7,Power Tools,2
365,2.14,Decline,1,2,98761336,May-17,9649,6,1,1115,20,3500,982,0.45,3,Hilti Services,3
366,0.78,Decline,1,1,98761336,May-17,3274,9,1,1291,19,3500,851,0.13,5,Contractor Services,1
367,2.73,Decline,1,1,98761336,May-17,4440,16,10,2120,25,3500,578,0.5,5,Fastners Firestop Strut,2
368,2.28,Decline,1,3,98761337,May-17,6311,3,7,2186,31,350,396,0.58,9,Power Tools,3
369,0.72,Decline,1,1,98761337,May-17,9768,15,4,4756,53,350,771,0.62,6,Hilti Services,2
370,1,Decline,1,1,98761337,May-17,4066,6,3,2403,41,350,461,0.48,6,Contractor Services,3
371,1.32,Decline,1,1,98761337,May-17,1117,14,3,698,21,350,828,0.12,7,Fastners Firestop Strut,2
372,2.77,Decline,1,2,98761338,May-17,393,16,1,2926,18,170,721,0.15,5,Power Tools,1
373,0.95,Decline,1,2,98761338,May-17,3315,1,7,2251,54,170,747,0.95,7,Hilti Services,2
374,1.7,Decline,1,2,98761338,May-17,8827,6,1,3050,19,170,809,0.13,2,Contractor Services,3
375,2.29,Decline,1,1,98761338,May-17,1746,9,5,817,67,170,712,0.64,8,Fastners Firestop Strut,1
376,2.17,Decline,1,2,98761339,May-17,4532,6,9,4391,30,350,665,0.29,4,Power Tools,1
377,1.29,Decline,1,1,98761339,May-17,9444,4,10,1933,66,350,181,0.44,3,Hilti Services,1
378,2.2,Decline,1,1,98761339,May-17,4023,12,1,2708,22,350,508,0.32,10,Contractor Services,2
379,2.69,Decline,1,3,98761339,May-17,8900,13,6,1106,23,350,696,0.23,6,Fastners Firestop Strut,3
380,1.61,Decline,1,1,98761340,May-17,4875,3,1,4029,31,750,328,0.48,1,Power Tools,2
381,2.81,Decline,1,2,98761340,May-17,4070,8,4,3348,68,750,868,0.38,7,Hilti Services,3
382,0.46,Decline,1,3,98761340,May-17,7346,8,6,1880,63,750,258,0.75,2,Contractor Services,2
383,2.63,Decline,1,3,98761340,May-17,1054,7,2,1107,15,750,314,0.92,4,Fastners Firestop Strut,1
384,1.89,Decline,1,3,98761341,May-17,2634,11,3,2051,41,350,847,0.56,3,Power Tools,2
385,1.97,Decline,1,1,98761341,May-17,4354,16,9,3483,47,350,442,0.79,7,Hilti Services,3
386,2.63,Decline,1,3,98761341,May-17,4229,16,1,1610,10,350,957,0.19,10,Contractor Services,2
387,2.15,Decline,1,2,98761341,May-17,4710,12,5,2519,68,350,443,0.72,1,Fastners Firestop Strut,3
388,2.89,Stable,1,2,98761342,May-17,8380,14,3,2709,42,350 ,766,1,9,Power Tools,3
389,0.94,Stable,1,3,98761342,May-17,5319,3,10,1139,41,350 ,369,0.94,4,Hilti Services,1
390,2.31,Stable,1,1,98761342,May-17,1666,14,1,3309,59,350 ,986,0.16,8,Contractor Services,2
391,1,Stable,1,1,98761342,May-17,2012,1,1,3903,12,350 ,751,0.92,3,Fastners Firestop Strut,3
392,1.32,Decline,1,3,98761343,May-17,7476,3,9,2545,63,3500,130,0.39,2,Power Tools,1
393,1.49,Decline,1,2,98761343,May-17,6785,8,4,3600,21,3500,310,0.39,6,Hilti Services,2
394,1.06,Decline,1,3,98761343,May-17,773,9,5,1789,47,3500,833,0.2,9,Contractor Services,3
395,2.54,Decline,1,1,98761343,May-17,6087,12,7,2754,47,3500,291,0.16,10,Fastners Firestop Strut,1
396,1.34,Stable,1,3,98761344,May-17,978,10,6,3548,12,170,503,0.94,7,Power Tools,2
397,2.56,Stable,1,3,98761344,May-17,7188,12,7,4980,52,170,774,0.65,7,Hilti Services,3
398,1.19,Stable,1,2,98761344,May-17,4594,12,7,643,46,170,430,0.62,8,Contractor Services,1
399,0.42,Stable,1,3,98761344,May-17,2193,15,7,1128,19,170,274,0.12,3,Fastners Firestop Strut,1
400,1.75,Decline,1,3,98761345,May-17,8259,13,5,1931,50,170,360,0.15,9,Power Tools,2
401,2.32,Decline,1,1,98761345,May-17,8159,2,6,1472,65,170,158,0.1,7,Hilti Services,3
402,2.1,Decline,1,1,98761345,May-17,1886,2,6,2010,25,170,911,0.26,4,Contractor Services,1
403,1.76,Decline,1,1,98761345,May-17,5252,6,7,636,39,170,466,0.63,6,Fastners Firestop Strut,3
404,2.05,Decline,1,3,98761346,May-17,8264,14,3,1565,61,750,677,0.38,5,Power Tools,2
405,1.44,Decline,1,1,98761346,May-17,6645,5,2,2897,15,750,751,0.73,8,Hilti Services,1
406,1.43,Decline,1,3,98761346,May-17,4221,12,7,4990,26,750,863,0.72,7,Contractor Services,2
407,2.16,Decline,1,3,98761346,May-17,1207,10,10,548,45,750,825,0.44,6,Fastners Firestop Strut,2
408,1.91,Decline,1,2,98761347,May-17,1167,6,7,1650,70,350,328,0.91,6,Power Tools,2
409,2.72,Decline,1,1,98761347,May-17,4006,10,5,3406,33,350,348,0.19,8,Hilti Services,3
410,1.2,Decline,1,3,98761347,May-17,7611,13,1,4469,23,350,788,0.32,3,Contractor Services,1
411,2.01,Decline,1,3,98761347,May-17,2998,5,6,3313,26,350,933,0.49,2,Fastners Firestop Strut,1
412,2.35,Decline,1,3,98761348,May-17,3712,8,8,3921,35,500,670,0.49,2,Power Tools,2
413,1.95,Decline,1,3,98761348,May-17,7717,16,2,535,70,500,919,0.15,2,Hilti Services,3
414,2.88,Decline,1,3,98761348,May-17,6280,1,1,4784,24,500,952,0.47,3,Contractor Services,2
415,2.21,Decline,1,3,98761348,May-17,8383,10,5,814,61,500,571,0.54,1,Fastners Firestop Strut,2
416,2.6,Decline,1,1,98761349,May-17,2163,9,7,2462,40,800,931,0.42,3,Power Tools,1
417,2.58,Decline,1,1,98761349,May-17,5828,2,1,2439,24,800,561,0.29,6,Hilti Services,1
418,1.86,Decline,1,3,98761349,May-17,4042,14,2,829,52,800,164,0.62,9,Contractor Services,2
419,1.55,Decline,1,3,98761349,May-17,2764,4,3,4756,57,800,889,0.78,5,Fastners Firestop Strut,3
420,1.72,Decline,1,3,98761350,May-17,7498,10,9,4324,20,800,468,0.46,5,Power Tools,1
421,3,Decline,1,1,98761350,May-17,5467,1,6,4792,47,800,353,0.61,4,Hilti Services,2
422,0.35,Decline,1,3,98761350,May-17,9036,11,9,1034,45,800,106,0.84,4,Contractor Services,3
423,1.54,Decline,1,3,98761350,May-17,6809,6,4,2166,57,800,372,0.87,9,Fastners Firestop Strut,1
424,0.62,Decline,1,3,98761351,May-17,3643,8,4,4626,62,1000,991,0.93,7,Power Tools,1
425,0.68,Decline,1,2,98761351,May-17,1712,13,9,3367,31,1000,142,0.67,1,Hilti Services,2
426,2.92,Decline,1,3,98761351,May-17,6341,2,7,2775,46,1000,671,0.75,4,Contractor Services,3
427,2.82,Decline,1,1,98761351,May-17,5267,8,4,4906,42,1000,973,0.31,9,Fastners Firestop Strut,1
428,0.71,Decline,1,3,98761352,May-17,1254,12,8,2539,20,4400,289,0.51,4,Power Tools,2
429,1.02,Decline,1,1,98761352,May-17,7595,15,5,3273,49,4400,395,0.37,5,Hilti Services,1
430,0.87,Decline,1,1,98761352,May-17,1642,15,3,721,43,4400,917,0.12,9,Contractor Services,2
431,0.7,Decline,1,1,98761352,May-17,6665,12,10,3055,38,4400,449,0.95,2,Fastners Firestop Strut,2
432,2.03,Stable,1,1,98761383,May-17,3724,1,7,927,29,37,889,0.88,10,Power Tools,3
433,1.11,Stable,1,3,98761383,May-17,2859,8,7,4299,29,37,359,0.25,10,Hilti Services,3
434,2.74,Stable,1,1,98761383,May-17,6337,4,2,3760,29,37,661,0.76,3,Contractor Services,2
435,2.8,Stable,1,2,98761383,May-17,6478,1,4,4022,65,37,211,0.37,5,Fastners Firestop Strut,2
436,1.56,Decline,1,3,98761384,May-17,3165,12,6,2089,58,7500,992,0.44,7,Power Tools,2
437,2.6,Decline,1,1,98761384,May-17,6159,1,2,3949,20,7500,886,0.85,8,Hilti Services,2
438,1.91,Decline,1,2,98761384,May-17,8427,12,1,992,69,7500,328,0.28,7,Contractor Services,2
439,0.68,Decline,1,1,98761384,May-17,9160,3,2,1294,47,7500,550,0.56,7,Fastners Firestop Strut,2
440,2.4,Stable,1,3,98761385,May-17,2180,4,2,4027,47,3500,288,0.55,9,Power Tools,1
441,2.31,Stable,1,2,98761385,May-17,9225,1,4,4934,35,3500,600,0.92,4,Hilti Services,3
442,2.11,Stable,1,3,98761385,May-17,3410,2,2,2575,16,3500,143,0.21,9,Contractor Services,1
443,1.58,Stable,1,3,98761385,May-17,5684,1,6,706,35,3500,232,0.43,4,Fastners Firestop Strut,1
444,2.79,Stable,1,1,98761386,May-17,4405,16,4,3489,47,180,510,0.16,8,Power Tools,2
445,2.77,Stable,1,1,98761386,May-17,7050,9,6,2677,46,180,869,0.83,6,Hilti Services,3
446,2.18,Stable,1,3,98761386,May-17,5941,10,10,4602,11,180,399,0.91,6,Contractor Services,2
447,2.21,Stable,1,1,98761386,May-17,3129,10,1,1063,30,180,453,0.85,6,Fastners Firestop Strut,2
448,0.39,Stable,1,3,98761387,May-17,6302,6,1,2212,41,150,575,0.18,9,Power Tools,1
449,1.01,Stable,1,2,98761387,May-17,7362,5,6,2207,40,150,769,0.39,8,Hilti Services,1
450,1.99,Stable,1,3,98761387,May-17,5005,11,9,4030,48,150,614,0.76,7,Contractor Services,2
451,0.53,Stable,1,2,98761387,May-17,3398,6,8,4786,24,150,378,0.15,8,Fastners Firestop Strut,1
452,2.24,Stable,1,2,98761388,May-17,8130,7,4,948,40,3500,843,0.79,9,Power Tools,2
453,0.73,Stable,1,3,98761388,May-17,9907,2,8,3867,63,3500,971,0.49,3,Hilti Services,2
454,1.24,Stable,1,2,98761388,May-17,2491,8,6,1379,64,3500,905,0.19,3,Contractor Services,2
455,1.59,Stable,1,2,98761388,May-17,7672,13,6,4892,41,3500,884,0.64,1,Fastners Firestop Strut,1
456,2.95,Stable,1,1,98761389,May-17,1321,1,9,1414,62,3500,527,0.57,3,Power Tools,3
457,0.31,Stable,1,1,98761389,May-17,3640,7,8,2682,42,3500,974,0.45,5,Hilti Services,3
458,0.73,Stable,1,1,98761389,May-17,2835,3,1,1128,63,3500,680,0.96,2,Contractor Services,3
459,2.3,Stable,1,2,98761389,May-17,7448,6,5,2539,55,3500,439,0.55,7,Fastners Firestop Strut,2
460,2.62,Stable,1,3,98761390,May-17,3409,12,5,3172,32,7,665,0.13,2,Power Tools,3
461,1.82,Stable,1,3,98761390,May-17,5891,15,3,1276,31,7,726,0.83,9,Hilti Services,2
462,1.54,Stable,1,3,98761390,May-17,6174,12,8,2173,31,7,218,0.79,4,Contractor Services,2
463,2.51,Stable,1,2,98761390,May-17,435,3,6,1744,52,7,849,0.68,6,Fastners Firestop Strut,2
464,0.31,Stable,1,3,98761391,May-17,1386,15,7,4755,26,6,274,0.77,5,Power Tools,1
465,2.37,Stable,1,2,98761391,May-17,9572,3,3,4047,40,6,887,0.72,6,Hilti Services,1
466,2.76,Stable,1,3,98761391,May-17,8453,6,3,1346,10,6,141,0.55,7,Contractor Services,1
467,2.81,Stable,1,2,98761391,May-17,4686,6,3,930,12,6,127,0.2,3,Fastners Firestop Strut,1
468,1.47,Stable,1,2,98761392,May-17,4154,15,2,2426,55,3500,221,0.97,5,Power Tools,1
469,2.95,Stable,1,1,98761392,May-17,4109,2,1,4696,26,3500,313,0.53,10,Hilti Services,2
470,0.65,Stable,1,3,98761392,May-17,9596,16,4,650,40,3500,692,0.28,7,Contractor Services,3
471,2.65,Stable,1,1,98761392,May-17,8127,11,3,2369,29,3500,509,0.23,7,Fastners Firestop Strut,2
472,0.68,Stable,1,3,98761259,Jun-17,5213,8,1,1071,53,75,848,0.83,7,Power Tools,3
473,0.93,Stable,1,1,98761259,Jun-17,1533,6,8,1268,20,75,301,0.85,8,Hilti Services,1
474,0.33,Stable,1,3,98761259,Jun-17,4323,1,4,2770,65,75,432,0.67,7,Contractor Services,3
475,2.19,Stable,1,1,98761259,Jun-17,9982,14,7,1843,44,75,524,0.93,3,Fastners Firestop Strut,3
476,1.07,Growth,1,3,98761260,Jun-17,1694,16,5,4798,58,33000,342,0.38,8,Power Tools,3
477,1.63,Growth,1,2,98761260,Jun-17,1346,15,1,4633,36,33000,472,0.52,2,Hilti Services,1
478,0.79,Growth,1,1,98761260,Jun-17,2596,1,2,1496,28,33000,455,0.64,2,Contractor Services,1
479,1.99,Growth,1,2,98761260,Jun-17,7096,2,5,4813,51,33000,187,0.36,8,Fastners Firestop Strut,3
480,2.54,Decline,1,1,98761261,Jun-17,6296,14,6,2258,37,90,642,0.23,6,Power Tools,3
481,2.78,Decline,1,2,98761261,Jun-17,3715,16,1,4740,48,90,634,0.49,2,Hilti Services,2
482,1.51,Decline,1,2,98761261,Jun-17,9441,3,2,782,69,90,522,0.35,10,Contractor Services,2
483,1.15,Decline,1,3,98761261,Jun-17,7177,13,4,949,60,90,696,0.62,9,Fastners Firestop Strut,3
484,1.32,Growth,1,3,98761262,Jun-17,1523,11,3,1979,38,3000,796,0.89,2,Power Tools,1
485,0.44,Growth,1,1,98761262,Jun-17,2475,9,2,2529,57,3000,965,0.28,5,Hilti Services,2
486,1.79,Growth,1,3,98761262,Jun-17,8731,4,2,1850,49,3000,638,0.55,3,Contractor Services,1
487,2.36,Growth,1,1,98761262,Jun-17,3916,4,2,3120,28,3000,854,0.9,2,Fastners Firestop Strut,3
488,1.24,Growth,1,2,98761263,Jun-17,6664,4,9,2448,62,750,630,0.28,4,Power Tools,1
489,1.13,Growth,1,2,98761263,Jun-17,2962,7,8,3808,17,750,193,0.54,1,Hilti Services,2
490,1.28,Growth,1,1,98761263,Jun-17,7396,12,9,2503,40,750,672,0.79,10,Contractor Services,1
491,2.08,Growth,1,3,98761263,Jun-17,4190,8,9,1353,22,750,913,0.82,8,Fastners Firestop Strut,1
492,2.53,Growth,1,2,98761264,Jun-17,3449,8,6,3050,40,125,708,0.58,10,Power Tools,3
493,2.82,Growth,1,1,98761264,Jun-17,3232,9,5,3475,26,125,671,0.21,7,Hilti Services,2
494,0.91,Growth,1,1,98761264,Jun-17,2021,10,5,1781,16,125,590,0.71,10,Contractor Services,2
495,1.44,Growth,1,1,98761264,Jun-17,5941,11,7,2561,53,125,729,0.91,10,Fastners Firestop Strut,3
496,0.86,Growth,1,2,98761265,Jun-17,8481,1,3,1126,58,125,263,0.26,8,Power Tools,1
497,2.85,Growth,1,3,98761265,Jun-17,9122,10,3,2207,66,125,974,0.17,7,Hilti Services,3
498,0.52,Growth,1,3,98761265,Jun-17,3296,6,1,4043,43,125,179,0.17,8,Contractor Services,2
499,2.08,Growth,1,3,98761265,Jun-17,6976,1,4,4748,60,125,447,0.23,1,Fastners Firestop Strut,2
